bid;bname;blang;auth_id;auth_name;sid;sub;cat
18276;Essays in Literature and History;en;6478;Froude, James Anthony;232;History;LCSH
18280;Enter Bridget;en;172;Cobb| Thomas;172;Literary;
18336;The Lighted Match;en;175;Buck| Charles Neville;175;Literary;
18434;A Melody in Silver;en;179;Abbott| Keene;179;Literary;
18442;Fifty Famous Stories Retold;en;13414;Baldwin, James;232;History;LCSH
18443;Parrot & Co.;en;180;MacGrath| Harold;180;Literary;
18449;The Treasure of Heaven: A Romance of Riches;en;181;Corelli| Marie;181;Literary;
18464;The Wit and Humor of America, Volume I. (of X.);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
18465;The Wit and Humor of America, Volume II. (of X.);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
18488;The Place Beyond the Winds;en;183;Comstock| Harriet T.;183;Literary;
18489;A Court of Inquiry;en;184;Richmond| Grace S.;184;Literary;
18545;A Mummer's Tale;en;187;France| Anatole;187;Literary;
18572;The President: A Novel;en;189;Lewis| Alfred Henry;189;Literary;
18655;The Cruise of the Noah's Ark;en;1933;Cory, David;1138;Fantasy ;LCSH
18679;Historical Mysteries;en;116;Lang, Andrew;232;History;LCSH
18705;The Poor Plutocrats;en;190;Jkai| Mr;190;Literary;
18708;Dr. Dumany's Wife;en;191;Jkai| Mr;191;Literary;
18734;The Wit and Humor of America, Volume III. (of X.);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
18776;The Wit and Humor of America, Volume IV. (of X.);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
18822;The House of Martha;en;194;Stockton| Frank Richard;194;Literary;
18829;Winner Take All;en;195;Evans| Larry;195;Literary;
18868;With Kitchener in the Soudan: A Story of Atbara and Omdurman;en;97;Rainey, W. (William);79;Adventure;LCSH
18894;Then I'll Come Back to You;en;197;Evans| Larry;197;Literary;
18984;The Starbucks;en;199;Read| Opie Percival;199;Literary;
19002;Alice's Adventures Under Ground;en;2032;Carroll, Lewis;1138;Fantasy ;LCSH
19010;The Admirable Tinker Child of the World;en;1608;Jepson, Edgar;199;Adventure;LCSH
19033;Alice's Adventures in Wonderland;en;2032;Carroll, Lewis;1138;Fantasy ;LCSH
19121;Sword and Gown: A Novel;en;200;Lawrence| George A.;200;Literary;
19147;The House in the Mist;en;201;Green| Anna Katharine;201;Detective and Mystery;
19173;The Cow Puncher;en;202;Stead| Robert J. C.;202;Literary;
19204;Lady Larkspur;en;203;Nicholson| Meredith;203;Literary;
19224;The Alchemist's Secret;en;204;Williams| Isabel Cecilia;204;Literary;
19225;Joyce of the North Woods;en;205;Comstock| Harriet T.;205;Literary;
19257;Michael McGrath- Postmaster;en;206;Connor| Ralph;206;Literary;
19259;His Heart's Queen;en;207;Sheldon| Mrs. Georgie;207;Literary;
19323;The Wit and Humor of America, Volume V. (of X.);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
19324;The Wit and Humor of America, Volume VI. (of X.);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
19325;The Wit and Humor of America, Volume VII. (of X.);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
19337;A Christmas Carol;en;971;Dickens| Charles;971;Christmas Stories;
19450;Dorothy and the Wizard in Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
19459;Born Again;en;208;Lawson| Alfred W.;208;Literary;
19472;Branded;en;209;Lynde| Francis;209;Western Stories;
19505;A Christmas Carol;en;987;Dickens, Charles;1656;Horror;LCSH
19506;A Connecticut Yankee in King Arthur's Court;en;249;Twain, Mark;119;Fantasy ;LCSH
19510;North of Fifty-Three;en;210;Sinclair| Bertrand W.;210;Literary;
19512;Kate Danton- Captain Danton's Daughters: A Novel;en;211;Fleming| May Agnes;211;Literary;
19551;Alice in Wonderland, Retold in Words of One Syllable;en;2032;Carroll, Lewis;1138;Fantasy ;LCSH
19573;Alice's Adventures in Wonderland;en;2032;Carroll, Lewis;1138;Fantasy ;LCSH
19668;Skiddoo!;en;6506;Grant, Gordon;1083;wit and humor;LCSH
19714;With Frederick the Great: A Story of the Seven Years' War;en;3636;Paget, Walter;79;Adventure;LCSH
19813;Ade's Fables;en;6109;Ade, George;1083;wit and humor;LCSH
19818;Dixie Hart;en;214;Harben| Will N.;214;Literary;
19829;Knocking the Neighbors;en;6109;Ade, George;1083;wit and humor;LCSH
20010;The Calico Cat;en;15346;Thompson, Charles Miner;85;Detective and mystery ;LCSH
20058;The Napoleon of Notting Hill;en;4667;Robertson, W. Graham (Walford Graham);119;Fantasy ;LCSH
20113;Nonsense Drolleries The Owl & The Pussy-Cat—The Duck & The Kangaroo.;en;353;Lear, Edward;59;wit and humor;LCSH
20229;Stories of Comedy;en;1134;Johnson, Rossiter;59;wit and humor;LCSH
20235;Heart - A Social Novel;en;215;Tupper| Martin Farquhar;215;Literary;
20257;A Political Romance;en;216;Sterne| Laurence;216;Literary;
20352;The Jest Book The Choicest Anecdotes and Sayings;en;20781;Lemon, Mark;59;wit and humor;LCSH
20359;The Lovely Lady;en;217;Austin| Mary Hunter;217;Literary;
20389;Historical and Political Essays;en;427;Lecky, William Edward Hartpole;232;History;LCSH
20420;Real Ghost Stories;en;7964;Stead, W. T. (William Thomas);1656;Horror;LCSH
20424;A Son of the Hills;en;218;Comstock| Harriet T.;218;Literary;
20429;The Seventh Noon;en;219;Bartlett| Frederick Orin;219;Literary;
20458;The Triflers;en;220;Bartlett| Frederick Orin;220;Literary;
20462;Ernest Linwood- The Inner Life of the Author;en;221;Hentz| Caroline Lee;221;Literary;
20510;Ade's Fables;en;13899;McCutcheon, John T. (John Tinney);1083;wit and humor;LCSH
20606;The Magic City;en;1278;Millar, H. R. (Harold Robert);1138;Fantasy ;LCSH
20610;The Complete Prose Works of Martin Farquhar Tupper;en;222;Tupper| Martin Farquhar;222;Literary;
20615;The Master-Knot of Human Fate;en;223;Meredith| Ellis;223;Literary;
20641;Through Three Campaigns: A Story of Chitral, Tirah and Ashanti;en;3636;Paget, Walter;79;Adventure;LCSH
20661;The Romance of an Old Fool;en;224;Field| Roswell Martin;224;Love and Romance;
20755;Short Studies on Great Subjects;en;6478;Froude, James Anthony;232;History;LCSH
20835;The Monctons: A Novel. Volume 1 (of 2);en;225;Moodie| Susanna;225;Literary;
20901;In Apple-Blossom Time: A Fairy-Tale to Date;en;226;Burnham| Clara Louise;226;Love and Romance;
21057;The Log of the Flying Fish: A Story of Aerial and Submarine Peril and Adventure;en;122;Collingwood, Harry;79;Adventure;LCSH
21067;Overdue: The Story of a Missing Ship;en;227;Collingwood| Harry;227;Sea and Adventure;
21087;The Ghost Ship: A Mystery of the Sea;en;228;Hutcheson| John C.;228;Sea and Adventure;
21427;Comic History of the United States;en;8407;Opper, Frederick Burr;1083;wit and humor;LCSH
21578;Rattlin the Reefer;en;230;Howard| Edward;230;Sea and Adventure;
21613;On the Stairs;en;231;Fuller| Henry Blake;231;Literary;
21641;April's Lady: A Novel;en;232;Duchess|;232;Literary;
21674;The Making of a Soul;en;233;Rhodes| Kathlyn;233;Literary;
21689;The Tyranny of Weakness;en;234;Buck| Charles Neville;234;Literary;
21690;Flint: His Faults- His Friendships and His Fortunes;en;235;Goodwin| Maud Wilder;235;Literary;
21767;Agatha's Husband: A Novel;en;236;Craik| Dinah Maria Mulock;236;Literary;
21816;The Confidence-Man;en;977;Melville| Herman;977;Literary;
21821;The Mark Of Cain;en;237;Lang| Andrew;237;Literary;
21858;The Daughters of Danaus;en;238;Caird| Mona;238;Literary;
21867;Afterwards;en;239;Rhodes| Kathlyn;239;Literary;
21870;Luna Benamor;en;240;Ibez| Vicente Blasco;240;Literary;
21879;The Sins of Séverac Bablon;en;514;Rohmer, Sax;85;Detective and mystery ;LCSH
21887;Blacksheep! Blacksheep!;en;241;Nicholson| Meredith;241;Sea and Adventure;
21914;The Woggle-Bug Book;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
21932;Embarrassments;en;242;James| Henry;242;Literary;
21944;The Pleasant Street Partnership: A Neighborhood Story;en;243;Leonard| Mary Finley;243;Literary;
22146;De Turkey and De Law A Comedy in Three Acts;en;7398;Hurston, Zora Neale;351;Drama;LCSH
22158;The Lure of the Mask;en;244;MacGrath| Harold;244;Literary;
22202;Aunt Rachel - A Rustic Sentimental Comedy;en;245;Murray| David Christie;245;Literary;
22205;In Direst Peril;en;246;Murray| David Christie;246;Literary;
22206;An Old Meerschaum - From Coals Of Fire And Other Stories- Volume II. (of III.);en;247;Murray| David Christie;247;Literary;
22207;The Romance Of Giovanni Calvotti - From Coals Of Fire And Other Stories- Volume II. (of III.);en;248;Murray| David Christie;248;Literary;
22208;Cruel Barbara Allen - From Coals Of Fire And Other Stories- Volume II. (of III.);en;249;Murray| David Christie;249;Literary;
22214;Molly Bawn;en;250;Duchess|;250;Literary;
22221;Oswald Langdon - Pierre and Paul Lanier. A Romance of 1894-1898;en;251;Hamilton| Levi Jackson;251;Literary;
22246;The Upper Berth; By the Waters of Paradise;en;814;Crawford, F. Marion (Francis Marion);1656;Horror;LCSH
22271;Schwartz: A History - From Schwartz by David Christie Murray;en;252;Murray| David Christie;252;Literary;
22272;Young Mr. Barter's Repentance - From Schwartz by David Christie Murray;en;253;Murray| David Christie;253;Literary;
22273;Bulldog And Butterfly - From Schwartz by David Christie Murray;en;254;Murray| David Christie;254;Literary;
22274;Julia And Her Romeo: A Chronicle Of Castle Barfield - From Schwartz by David Christie Murray;en;255;Murray| David Christie;255;Literary;
22275;VC � A Chronicle of Castle Barfield and of the Crimea;en;256;Murray| David Christie;256;Literary;
22276;Despair's Last Journey;en;257;Murray| David Christie;257;Literary;
22463;Chivalry;en;511;Elliott, Elizabeth Shippen Green;119;Fantasy ;LCSH
22476;The Tale Of Mr. Peter Brown - Chelsea Justice - From The New Decameron|| Volume III.;en;258;Sackville-West| Vita;258;Literary;
22532;Mary Louise and Josie O'Gorman;en;259;Sampson| Emma Speed;259;Literary;
22566;Dorothy and the Wizard in Oz;en;1302;Neill, John R. (John Rea);1138;Fantasy ;LCSH
22638;The Straw;en;15050;O'Neill, Eugene;351;Drama;LCSH
22660;King Candaules;en;260;Gautier| Thophile;260;Literary;
22781;32 Caliber;en;261;McGibeny| Donald;261;Literary;
22883;Doctor Luttrell's First Patient;en;263;Carey| Rosa Nouchette;263;Love and Romance;
22961;Nell- of Shorne Mills- One Heart's Burden;en;264;Garvice| Charles;264;Literary;
23009;A Modern Idyll;en;265;Harris| Frank;265;Literary;
23010;Gulmore- The Boss;en;266;Harris| Frank;266;Literary;
23012;Elder Conklin;en;267;Harris| Frank;267;Literary;
23024;Grimm Tales Made Gay;en;5644;Levering, Albert;1083;wit and humor;LCSH
23061;The Dead Are Silent 1907;en;2344;Schnitzler, Arthur;883;Romance fiction;LCSH
23106;Helen and Arthur- Miss Thusa's Spinning Wheel;en;268;Hentz| Caroline Lee;268;Literary;
23118;A Chinese Command: A Story of Adventure in Eastern Seas;en;269;Collingwood| Harry;269;Sea and Adventure;
23157;Other People's Business: The Romantic Career of the Practical Miss Dale;en;270;Smith| Harriet L.;270;Literary;
23215;Old Ebenezer;en;271;Read| Opie Percival;271;Literary;
23217;The Roll-Call Of The Reef;en;243;Quiller-Couch, Arthur;1656;Horror;LCSH
23220;The Gray Nun;en;21711;Eschstruth, Nataly von;1656;Horror;LCSH
23222;The Fête At Coqueville - 1907;en;272;Zola| ile;272;Literary;
23223;Good Blood;en;273;Wildenbruch| Ernst von;273;Literary;
23246;Mistress Anne;en;274;Bailey| Temple;274;Literary;
23379;Old Mr. Wiley;en;20826;La Spina, Greye;1656;Horror;LCSH
23420;The Folly Of Eustace - 1896;en;275;Hichens| Robert;275;Literary;
23432;Masterpieces of Mystery in Four Volumes: Mystic-Humorous Stories;en;8816;French, Joseph Lewis;1656;Horror;LCSH
23552;The Phantom Of Bogue Holauba 1911;en;515;Murfree, Mary Noailles;1656;Horror;LCSH
23606;The Man Next Door;en;276;Hough| Emerson;276;Literary;
23629;The Riddle Of The Rocks - 1895;en;277;Murfree| Mary Noailles;277;Literary;
23630;The Phantoms Of The Foot-Bridge - 1895;en;278;Murfree| Mary Noailles;278;Literary;
23631;The Moonshiners At Hoho-Hebee Falls - 1895;en;279;Murfree| Mary Noailles;279;Literary;
23632;way Down In Lonesome Cove - 1895;en;280;Murfree| Mary Noailles;280;Literary;
23633;His Day In Court - 1895;en;281;Murfree| Mary Noailles;281;Literary;
23664;Flamsted quarries;en;282;Waller| Mary E.;282;Literary;
23736;The Dew of Their Youth;en;283;Crockett| S. R.;283;Literary;
23741;David Malcolm;en;284;Lloyd| Nelson;284;Literary;
23745;Aladdin & Co.: A Romance of Yankee Magic;en;285;Quick| Herbert;285;Literary;
23789;Cruel As The Grave;en;286;Southworth| Emma Dorothy Eliza Nevitte;286;Literary;
23797;A True Friend: A Novel;en;287;Sergeant| Adeline;287;Literary;
24022;A Christmas Carol;en;2682;Rackham, Arthur;1656;Horror;LCSH
24083;Every Man His Own Poet; Or, The Inspired Singer's Recipe Book;en;15653;Mallock, W. H. (William Hurrell);59;wit and humor;LCSH
24350;Kerfol 1916;en;108;Wharton, Edith;1656;Horror;LCSH
24359;The Return of Peter Grimm Novelised From the Play;en;1400;Rae, John;8934;Horror;LCSH
24432;The Wit and Humor of America, Volume VIII (of X);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
24433;The Wit and Humor of America, Volume IX (of X);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
24434;The Wit and Humor of America, Volume X (of X);en;3120;Wilder, Marshall Pinckney;1083;wit and humor;LCSH
24459;The Lost Princess of Oz;en;1302;Neill, John R. (John Rea);1138;Fantasy ;LCSH
24584;Man Overboard!;en;814;Crawford, F. Marion (Francis Marion);1656;Horror;LCSH
24769;The Opal Serpent;en;288;Hume| Fergus;288;Detective and Mystery;
24827;Rita;en;4098;Barry, Etheldred B. (Etheldred Breeze);199;Adventure;LCSH
24914;Wappin' Wharf: A Frightful Comedy of Pirates;en;20211;Flory, Julia McCune;351;Drama;LCSH
24920;The Book of All-Power;en;289;Wallace| Edgar;289;Literary;
25099;Historical Essays;en;14683;Rhodes, James Ford;232;History;LCSH
25102;Nobody's Boy Sans Famille;en;7439;Gruelle, Johnny;199;Adventure;LCSH
25129;Baboo Jabberjee, B.A.;en;63;Anstey, F.;59;wit and humor;LCSH
25165;The Candy Country;en;2607;Alcott, Louisa May;1138;Fantasy ;LCSH
25303;The Bad Boy at Home, and His Experiences ;en;1276;Victor, Metta Victoria Fuller;1083;wit and humor;LCSH
25322;Fables in Slang;en;6109;Ade, George;1083;wit and humor;LCSH
25344;The Scarlet Letter;en;20696;Anthony, A. V. S. (Andrew Varick Stout);883;Romance fiction;LCSH
25519;Little Wizard Stories of Oz;en;1302;Neill, John R. (John Rea);1138;Fantasy ;LCSH
25531;Representative Plays by American Dramatists: 1856-1911: The Moth and the Flame;en;2851;Fitch, Clyde;351;Drama;LCSH
25547;The Sundering Flood;en;18736;Morris, May;1138;Fantasy ;LCSH
25565;Representative Plays by American Dramatists: 1856-1911: The New York Idea;en;15954;Mitchell, Langdon Elwyn;351;Drama;LCSH
25581;Rinkitink in Oz;en;1302;Neill, John R. (John Rea);1138;Fantasy ;LCSH
25624;Faces and Places;en;10656;Lucy, Henry W. (Henry William), Sir;59;wit and humor;LCSH
25702;The Kingdom Round the Corner: A Novel;en;290;Ashford| Angela| Ashford| Daisy;290;Literary;
25730;An Apostate: Nawin of Thais;en;291;Dawson| Coningsby;291;Literary;
25820;The Silver Butterfly;en;4391;Christy, Howard Chandler;85;Detective and mystery ;LCSH
25917;Gold Out of Celebes;en;10648;Dingle, Aylward Edward;199;Adventure;LCSH
25937;Studies in Literature and History;en;9889;Lyall, Alfred Comyn, Sir;232;History;LCSH
26053;This Giddy Globe;en;3729;Herford, Oliver;1083;wit and humor;LCSH
26153;The Last of the Legions and Other Tales of Long Ago;en;938;Doyle, Arthur Conan;7299;Adventure;LCSH
26154;The Joyous Adventures of Aristide Pujol;en;5260;Locke, William John;199;Adventure;LCSH
26259;Her Mother's Secret;en;292;Hume| Fergus;292;Literary;
26260;This Simian World;en;3624;Day, Clarence;1083;wit and humor;LCSH
26277;Margarita's Soul: The Romantic Recollections of a Man of Fifty;en;293;Southworth| Emma Dorothy Eliza Nevitte;293;Literary;
26281;Happy-Thought Hall;en;373;Burnand, F. C. (Francis Cowley);59;wit and humor;LCSH
26306;Simon;en;294;Bacon| Josephine Daskam;294;Detective and Mystery;
26451;A Stable for Nightmares; or, Weird Tales;en;23245;Young, Charles L. (Charles Lawrence), Sir;119;Fantasy ;LCSH
26482;Madeline Payne- the Detective's Daughter;en;295;Lynch| Lawrence L.;295;Detective and Mystery;
26537;The Windy Hill;en;25360;Meigs, Cornelia;85;Detective and mystery ;LCSH
26624;The Road to Oz;en;1302;Neill, John R. (John Rea);1138;Fantasy ;LCSH
26649;Terribly Intimate Portraits;en;17449;Coward, Noel;59;wit and humor;LCSH
26654;Peter and Wendy;en;15824;Bedford, F. D.;1138;Fantasy ;LCSH
26667;The Strange Adventures of Captain Dangerous, Vol. 1;en;3721;Sala, George Augustus;199;Adventure;LCSH
26668;The Strange Adventures of Captain Dangerous, Vol. 2;en;3721;Sala, George Augustus;199;Adventure;LCSH
26669;The Strange Adventures of Captain Dangerous, Vol. 3;en;3721;Sala, George Augustus;199;Adventure;LCSH
26687;Black Spirits and White: A Book of Ghost Stories;en;11537;Cram, Ralph Adams;1656;Horror;LCSH
26768;Ringfield: A Novel;en;297;Thackeray| William Makepeace;297;Literary;
26828;A Red Wallflower;en;298;Harrison| S. Frances;298;Literary;
26847;A Pessimist in Theory and Practice;en;299;Warner| Susan;299;Literary;
26925;The Bradys Beyond Their Depth- The Great Swamp Mystery;en;300;Bird| Frederic Mayer;300;Detective and Mystery;
26944;The Magic Soap Bubble;en;1933;Cory, David;1138;Fantasy ;LCSH
26950;Humorous Ghost Stories;en;4324;Scarborough, Dorothy;1656;Horror;LCSH
26998;Peter Pan in Kensington Gardens;en;2682;Rackham, Arthur;1138;Fantasy ;LCSH
26999;Peter Pan in Kensington Gardens;en;2682;Rackham, Arthur;1138;Fantasy ;LCSH
27114;Ancient States and Empires For Colleges and Schools;en;135;Lord, John;1761;History;LCSH
27323;Bird of Paradise;en;301;Seltzer| Charles Alden;301;Literary;
27339;The Pagan Madonna;en;5921;Koerner, W. H. D. (William Henry Dethlef);85;Detective and mystery ;LCSH
27395;The Slave of Silence;en;4503;White, Fred M. (Fred Merrick);85;Detective and mystery ;LCSH
27426;Shenanigans at Sugar Creek;en;22557;Hutchens, Paul;199;Adventure;LCSH
27449;Border Ghost Stories;en;2636;Pease, Howard;1656;Horror;LCSH
27454;In Her Own Right;en;1392;Scott, John Reed;85;Detective and mystery ;LCSH
27507;The Giant's Robe;en;302;Sabin| Edwin L.;302;Literary;
27523;Masterpieces of Mystery in Four Volumes: Detective Stories;en;8816;French, Joseph Lewis;1656;Horror;LCSH
27549;The Seven Secrets;en;303;Anstey| F.;303;Detective and Mystery;
27552;Representative Plays by American Dramatists: 1856-1911: Rip van Winkle;en;16949;Burke, Charles;351;Drama;LCSH
27575;Madame Bovary: A Tale of Provincial Life, Vol. 1 (of 2);en;1485;Flaubert, Gustave;883;Romance fiction;LCSH
27602;The True Story Book;en;116;Lang, Andrew;232;History;LCSH
27603;The Red True Story Book;en;5222;Ford, H. J. (Henry Justice);232;History;LCSH
27690;Nobody's Girl(En Famille);en;492;Malot, Hector;199;Adventure;LCSH
27709;Five O'Clock Tea: Farce;en;304;Queux| William Le;304;Literary;
27722;Masterpieces of Mystery in Four Volumes: Ghost Stories;en;8816;French, Joseph Lewis;1656;Horror;LCSH
27771;Once on a Time;en;5293;Robinson, Charles;1138;Fantasy ;LCSH
27805;The Wind in the Willows;en;3408;Bransom, Paul;119;Fantasy ;LCSH
27838;A Bachelor's Dream;en;305;Howells| William Dean;305;Literary;
27857;The Dominant Dollar;en;306;Duchess|;306;Literary;
27880;Evening Dress Farce;en;740;Howells, William Dean;3326;Drama;LCSH
27909;Dick Leslie's Luck: A Story of Shipwreck and Adventure;en;307;Lillibridge| Will;307;Sea and Adventure;
27922;David and the Phoenix;en;22441;Ormondroyd, Edward;199;Adventure;LCSH
27951;Policeman Bluejay;en;15193;Barney, Maginel Wright;1138;Fantasy ;LCSH
27980;Wood Rangers: The Trappers of Sonora;en;1249;Reid, Mayne;199;Adventure;LCSH
27981;The Plant Hunters: Adventures Among the Himalaya Mountains;en;1249;Reid, Mayne;199;Adventure;LCSH
27993;Bruin: The Grand Bear Hunt;en;6754;Zwecker, Johann Baptist;199;Adventure;LCSH
28093;The Confessions of Arsène Lupin;en;1829;Leblanc, Maurice;199;Adventure;LCSH
28229;Anderson Crow- Detective;en;308;Morris| Gouverneur;308;Detective and Mystery;
28236;A Romantic Young Lady;en;309;McCutcheon| George Barr;309;Literary;
28266;The Duke's Motto: A Melodrama;en;6090;McCarthy, Justin H. (Justin Huntly);199;Adventure;LCSH
28271;Seven Miles to Arden;en;5733;Sawyer, Ruth;85;Detective and mystery ;LCSH
28301;The Beloved Woman;en;310;Grant| Robert;310;Literary;
28305;A Likely Story;en;740;Howells, William Dean;3326;Drama;LCSH
28327;Continuous Vaudeville;en;4553;Cressy, Will M. (Will Martin);1083;wit and humor;LCSH
28459;In Brief Authority;en;311;Norris| Kathleen Thompson;311;Literary;
28463;Not Like Other Girls;en;312;Anstey| F.;312;Literary;
28465;The Limit;en;313;Leverson| Ada;313;Literary;
28509;The Brass Bound Box;en;314;Raymond| Evelyn;314;Literary;
28552;Twinkle and Chubbins: Their Astonishing Adventures in Nature-Fairyland;en;15193;Barney, Maginel Wright;1138;Fantasy ;LCSH
28717;Wee Wifie;en;315;Carey| Rosa Nouchette;315;Literary;
28733;The Adventures of Sherlock Holmes;en;938;Doyle, Arthur Conan;1706;Detective and mystery ;LCSH
28804;Oswald Bastable and Others;en;1278;Millar, H. R. (Harold Robert);1138;Fantasy ;LCSH
28885;Alice's Adventures in Wonderland;en;2682;Rackham, Arthur;1138;Fantasy ;LCSH
28925;Lover or Friend;en;316;Carey| Rosa Nouchette;316;Literary;
28941;The Princess and the Goblin;en;50;MacDonald, George;1138;Fantasy ;LCSH
29022;Mr. Punch Awheel: The Humours of Motoring and Cycling;en;27;Hammerton, John Alexander, Sir;59;wit and humor;LCSH
29207;Cleo The Magnificent- The Muse of the Real: A Novel;en;318;Zangwill| Louis;318;Literary;
29219;The First Violin - A Novel;en;319;Fothergill| Jessie;319;Literary;
29221;Representative Plays by American Dramatists 1765-1819;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29222;The Prince of Parthia A Tragedy;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29223;Ponteach The Savages of America;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29224;The Group A Farce;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29225;The Battle of Bunkers-Hill;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29226;The Fall of British Tyranny American Liberty Triumphant;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29227;The Politician Out-Witted;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29228;The Contrast;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29229;André;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29230;The Indian Princess La Belle Sauvage;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29231;She Would Be a Soldier The Plains of Chippewa;en;2733;Moses, Montrose Jonas;351;Drama;LCSH
29274;People of Position;en;320;Hyatt| Stanley Portal;320;Literary;
29315;Australia Revenged;en;321;Boomerang|;321;Literary;
29323;An Old Sailor's Yarns;en;322;Ames| N.;322;Sea and Adventure;
29366;The Prisoner;en;323;Brown| Alice;323;Literary;
29400;Murder Point: A Tale of Keewatin;en;324;Dawson| Coningsby;324;Detective and Mystery;
29524;The Masked Bridal;en;6219;Sheldon, Georgie, Mrs.;85;Detective and mystery ;LCSH
29554;An Ethnologist's View of History;en;853;Brinton, Daniel G. (Daniel Garrison);232;History;LCSH
29570;Rope;en;325;Hall| Holworthy;325;Literary;
29646;Once to Every Man;en;326;Evans| Larry;326;Literary;
29657;Mixed Faces;en;327;Norton| Roy;327;Literary;
29671;Nobody;en;328;Vance| Louis Joseph;328;Literary;
29695;The Hound From The North;en;329;Cullum| Ridgwell;329;Literary;
29697;The Heart of Thunder Mountain;en;330;Bingham| Edfrid A.;330;Literary;
29699;Hetty's Strange History;en;331;Jackson| Helen Hunt;331;Literary;
29704;Masterpieces of Mystery in Four Volumes: Riddle Stories;en;8816;French, Joseph Lewis;1656;Horror;LCSH
29715;The Princess Virginia;en;332;Williamson| A. M.| Williamson| C. N.;332;Literary;
29726;The Strollers;en;333;Isham| Frederic Stewart;333;Literary;
29729;Victor's Triumph - Sequel to A Beautiful Fiend;en;334;Southworth| Emma Dorothy Eliza Nevitte;334;Literary;
29743;The Missionary;en;335;Griffith| George Chetwynd;335;Literary;
29753;The Gorgeous Girl;en;336;Bartley| Nalbro;336;Literary;
29756;The Cat of Bubastes: A Tale of Ancient Egypt;en;23081;Weguelin, J. R. (John Reinhard);199;Adventure;LCSH
29760;The Dominant Strain;en;337;Ray| Anna Chapin;337;Literary;
29766;Audrey Craven;en;338;Sinclair| May;338;Literary;
29808;The Man Who Wins;en;339;Herrick| Robert;339;Literary;
29847;The Paliser case;en;340;Saltus| Edgar;340;Literary;
29851;Dwellers in the Hills;en;341;Post| Melville Davisson;341;Literary;
29860;A Great Man: A Frolic;en;342;Bennett| Arnold;342;Literary;
29862;The Old Countess- The Two Proposals;en;343;Stephens| Ann S.;343;Literary;
29868;Love and Lucy;en;344;Hewlett| Maurice;344;Literary;
29880;The Crimson Tide: A Novel;en;345;Chambers| Robert W.;345;Literary;
29890;The Doctor's Family;en;346;Oliphant| Mrs.;346;Literary;
29891;The Rector;en;347;Oliphant| Mrs.;347;Literary;
29902;Changing Winds - A Novel;en;348;Ervine| St. John G.;348;Literary;
29945;Jan and Her Job;en;349;Harker| L. Allen;349;Literary;
30031;The Eye of Dread;en;350;Erskine| Payne;350;Literary;
30037;In the Shadow of the Hills;en;351;Shedd| George C.;351;Literary;
30074;Jessica- the Heiress;en;352;Raymond| Evelyn;352;Literary;
30075;Our Next-Door Neighbors;en;353;Maniates| Belle Kanaris;353;Literary;
30087;Amaryllis at the Fair;en;354;Jefferies| Richard;354;Literary;
30089;Young Barbarians;en;355;Maclaren| Ian;355;Literary;
30090;Robinetta;en;356;Findlater| Jane Helen| Findlater| Mary| McAulay| Allan| Wiggin| Kate Douglas Smith;356;Literary;
30095;At the Crossroads;en;357;Comstock| Harriet T.;357;Literary;
30106;The Vast Abyss - The Story of Tom Blount- his Uncles and his Cousin Sam;en;358;Fenn| George Manville;358;Literary;
30108;The Quality of Mercy;en;359;Howells| William Dean;359;Literary;
30110;Name and Fame: A Novel;en;360;Sergeant| Adeline;360;Literary;
30111;A Noble Woman;en;361;Stephens| Ann S.;361;Literary;
30115;Tante;en;362;Sedgwick| Anne Douglas;362;Literary;
30137;Daisy Brooks- A Perilous Love;en;363;Libbey| Laura Jean;363;Sea and Adventure;
30183;A Manual of the Art of Fiction;en;364;Hamilton| Clayton Meeker;364;Literary;
30193;East of the Shadows;en;365;Barclay| Mrs. Hubert;365;Literary;
30228;Officer 666;en;366;Currie| Barton Wood| McHugh| Augustin;366;Literary;
30245;Phemie Frost's Experiences;en;367;Stephens| Ann S.;367;Literary;
30247;Mabel's Mistake;en;368;Stephens| Ann S.;368;Literary;
30263;A Captain in the Ranks: A Romance of Affairs;en;369;Eggleston| George Cary;369;Literary;
