bid;bname;blang;auth_id;auth_name;sid;sub;cat
11;Alice's Adventures in Wonderland;en;962;Carroll| Lewis;962;Literary;
12;Through the Looking-Glass;en;963;Carroll| Lewis;963;Literary;
16;Peter Pan;en;3665;Barrie, J. M. (James Matthew);1138;Fantasy ;LCSH
33;The Scarlet Letter;en;1101;Hawthorne, Nathaniel;883;Romance fiction;LCSH
46;A Christmas Carol in Prose; Being a Ghost Story of Christmas;en;987;Dickens, Charles;1656;Horror;LCSH
54;The Marvelous Land of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
55;The Wonderful Wizard of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
78;Tarzan of the Apes;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
81;The Return of Tarzan;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
85;The Beasts of Tarzan;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
86;A Connecticut Yankee in King Arthur's Court;en;249;Twain, Mark;119;Fantasy ;LCSH
90;The Son of Tarzan;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
92;Tarzan and the Jewels of Opar;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
96;The Monster Men;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
98;A Tale of Two Cities;en;996;Dickens| Charles;996;Literary;
105;Persuasion;en;959;Austen| Jane;959;Literary;
106;Jungle Tales of Tarzan;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
108;Return of Sherlock Holmes;en;960;Connan| Doyle;960;Detective and Mystery;
122;The Return of the Native;en;471;Hardy, Thomas;883;Romance fiction;LCSH
123;At the Earth's Core;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
139;The Lost World;en;938;Doyle, Arthur Conan;119;Fantasy ;LCSH
141;Mansfield Park;en;968;Austen| Jane;968;Literary;
149;The Lost Continent;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
153;Jude the Obscure;en;471;Hardy, Thomas;883;Romance fiction;LCSH
158;Emma;en;969;Austen| Jane;969;Literary;
160;The Awakening, and Selected Short Stories;en;3078;Chopin, Kate;883;Romance fiction;LCSH
161;Sense and Sensibility;en;4;Jane Austen;;;
169;The Well at the World's End: A Tale;en;127;Morris, William;119;Fantasy ;LCSH
209;The Turn of the Screw;en;785;James, Henry;1656;Horror;LCSH
221;The Return of Sherlock Holmes;en;938;Doyle, Arthur Conan;1706;Detective and mystery ;LCSH
234;Child Christopher and Goldilind the Fair;en;127;Morris, William;119;Fantasy ;LCSH
236;The Jungle Book;en;1207;Kipling, Rudyard;7299;Adventure;LCSH
285;The Lost Continent;en;2690;Hyne, Charles John Cutcliffe Wright;119;Fantasy ;LCSH
288;The Certain Hour (Dizain des Poëtes);en;2226;Cabell, James Branch;119;Fantasy ;LCSH
289;The Wind in the Willows;en;1597;Grahame, Kenneth;119;Fantasy ;LCSH
305;The Count's Millions;en;377;Gaboriau| Emile;377;Detective and Mystery;
310;Before Adam;en;230;London, Jack;119;Fantasy ;LCSH
325;Phantastes: A Faerie Romance for Men and Women;en;50;MacDonald, George;119;Fantasy ;LCSH
331;The Mucker;en;2429;Burroughs, Edgar Rice;79;Adventure;LCSH
363;The Oakdale Affair;en;2429;Burroughs, Edgar Rice;79;Adventure;LCSH
364;The Mad King;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
419;The Magic of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
420;Dorothy and the Wizard in Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
426;Tales and Fantasies;en;742;Stevenson| Robert Louis;742;Literary;
431;The Fortune Hunter;en;2862;Phillips, David Graham;85;Detective and mystery ;LCSH
434;The Circular Staircase;en;840;Rinehart, Mary Roberts;85;Detective and mystery ;LCSH
436;The Master Key An Electrical Fairy Tale Founded Upon the Mysteries of Electricity;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
459;The White People;en;3652;Burnett, Frances Hodgson;1656;Horror;LCSH
485;The Road to Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
486;Ozma of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
501;The Story of Doctor Dolittle;en;6246;Lofting, Hugh;1138;Fantasy ;LCSH
502;Desert Gold;en;835;Grey| Zane;835;Western Stories;
515;Margret Howth: A Story of To-day;en;842;Davis| Rebecca Harding;842;Literary;
517;The Emerald City of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
519;A Kidnapped Santa Claus;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
525;Youth- a Narrative;en;863;Conrad| Joseph;863;Sea and Adventure;
537;Tales of Terror and Mystery;en;989;Connan| Doyle;989;Detective and Mystery;
545;At the Earth's Core;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
547;Baron Trigault's Vengeance;en;867;Gaboriau| Emile;867;Detective and Mystery;
556;Rewards and Fairies;en;1207;Kipling, Rudyard;1138;Fantasy ;LCSH
557;Puck of Pook's Hill;en;1207;Kipling, Rudyard;119;Fantasy ;LCSH
587;Danny's Own Story;en;874;Marquis| Don;874;Humorous and Wit and Satire;
605;Pellucidar;en;2429;Burroughs, Edgar Rice;79;Adventure;LCSH
620;Sylvie and Bruno;en;990;Carroll| Lewis;990;Literary;
644;The Haunted Man and the Ghost's Bargain;en;987;Dickens, Charles;1656;Horror;LCSH
681;Creatures That Once Were Men;en;898;Gorky| Maksim;898;Literary;
707;Raffles: Further Adventures of the Amateur Cracksman;en;36;Hornung, E. W. (Ernest William);85;Detective and mystery ;LCSH
708;The Princess and the Goblin;en;50;MacDonald, George;1138;Fantasy ;LCSH
709;The Princess and Curdie;en;50;MacDonald, George;1138;Fantasy ;LCSH
715;The Moon Endureth: Tales and Fancies;en;2974;Buchan, John;119;Fantasy ;LCSH
726;A Psychological Counter-Current in Recent Fiction;en;907;Howells| William Dean;907;Literary;
730;Oliver Twist;en;991;Dickens| Charles;991;Literary;
766;David Copperfield;en;992;Dickens| Charles;992;Literary;
786;Hard Times;en;993;Dickens| Charles;993;Literary;
807;Hunted Down: The Detective Stories of Charles Dickens;en;987;Dickens, Charles;1706;Detective and mystery ;LCSH
834;Memoirs of Shelock Holmes;en;994;Connan| Doyle;994;Detective and Mystery;
837;The Story of the Amulet;en;928;Nesbit, E. (Edith);1138;Fantasy ;LCSH
839;New Arabian Nights;en;117;Stevenson, Robert Louis;7299;Adventure;LCSH
858;Stage-Land;en;3090;Jerome, Jerome K. (Jerome Klapka);59;wit and humor;LCSH
863;The Mysterious Affair at Styles;en;995;Christie| Agatha;995;Detective and Mystery;
924;To Be Read at Dusk;en;987;Dickens, Charles;1656;Horror;LCSH
928;Alice's Adventures in Wonderland
HTML Edition;en;2032;Carroll, Lewis;1138;Fantasy ;LCSH
931;The Bab Ballads;en;5979;Gilbert, W. S. (William Schwenck);59;wit and humor;LCSH
933;More Bab Ballads;en;5979;Gilbert, W. S. (William Schwenck);59;wit and humor;LCSH
934;Songs of a Savoyard;en;5979;Gilbert, W. S. (William Schwenck);59;wit and humor;LCSH
955;The Patchwork Girl of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
956;Tik-Tok of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
957;The Scarecrow of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
958;Rinkitink in Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
959;The Lost Princess of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
960;The Tin Woodman of Oz ;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
961;Glinda of Oz;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
985;Father Sergius;en;2137;Maude, Louise;883;Romance fiction;LCSH
1032;The Pupil;en;2;James| Henry;2;Literary;
1047;The New Machiavelli;en;336;Wells, H. G. (Herbert George);883;Romance fiction;LCSH
1154;The Voyages of Doctor Dolittle;en;6246;Lofting, Hugh;1138;Fantasy ;LCSH
1155;The Secret Adversary;en;961;Christie| Agatha;961;Detective and Mystery;
1167;A Strange Disappearance;en;358;Green, Anna Katharine;85;Detective and mystery ;LCSH
1190;The Jolly Corner;en;16;James| Henry;16;Ghost and Horror;
1193;The Coxon Fund;en;17;James| Henry;17;Literary;
1202;Tales of Unrest;en;692;Conrad, Joseph;7299;Adventure;LCSH
1210;Kwaidan: Stories and Studies of Strange Things;en;330;Hearn, Lafcadio;1656;Horror;LCSH
1218;The Adventures of Jimmie Dale;en;21;Packard| Frank L.;21;Detective and Mystery;
1253;A Simple Soul;en;30;Flaubert| Gustave;30;Literary;
1257;The Three Musketeers;en;276;Dumas, Alexandre;199;Adventure;LCSH
1273;The Autobiography of a Slander;en;32;Lyall| Edna;32;Literary;
1289;Three Ghost Stories;en;987;Dickens, Charles;1656;Horror;LCSH
1332;Peter Pan in Kensington Gardens;en;3665;Barrie, J. M. (James Matthew);1138;Fantasy ;LCSH
1342;Pride and Prejudice;en;964;Austen| Jane;964;Literary;
1360;Historical Lectures and Essays;en;869;Kingsley, Charles;232;History;LCSH
1392;The Seven Poor Travellers;en;51;Dickens| Charles;51;Christmas Stories;
1399;Anna Karenina;en;319;Garnett, Constance;883;Romance fiction;LCSH
1400;Great Expectations;en;967;Dickens| Charles;967;Literary;
1401;Tarzan the Untamed;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
1402;Where the Blue Begins;en;6029;Morley, Christopher;119;Fantasy ;LCSH
1422;Going into Society;en;57;Dickens| Charles;57;Literary;
1498;Beacon Lights of History, Volume 3 part 1: The Middle Ages;en;135;Lord, John;232;History;LCSH
1499;Beacon Lights of History, Volume 3 part 2: Renaissance and Reformation;en;135;Lord, John;232;History;LCSH
1555;A Passion in the Desert;en;48;Dowson, Ernest Christopher;199;Adventure;LCSH
1569;The Lily of the Valley;en;1083;Wormeley, Katharine Prescott;4908;Romance fiction;LCSH
1577;The Grey Room;en;187;Phillpotts, Eden;85;Detective and mystery ;LCSH
1634;The Foolish Virgin;en;116;Dixon| Thomas;116;Literary;
1640;Lilith: A Romance;en;50;MacDonald, George;119;Fantasy ;LCSH
1644;The Adventures of Gerard;en;938;Doyle, Arthur Conan;7299;Adventure;LCSH
1661;The Adventures of Sherlock Holmes;en;938;Doyle, Arthur Conan;1706;Detective and mystery ;LCSH
1695;The Man Who Was Thursday: A Nightmare;en;1634;Chesterton, G. K. (Gilbert Keith);119;Fantasy ;LCSH
1699;The Vanished Messenger;en;142;Oppenheim| E. Phillips;142;Detective and Mystery;
1741;The White Moll;en;4671;Packard, Frank L. (Frank Lucius);85;Detective and mystery ;LCSH
1747;The Red Seal;en;157;Lincoln| Natalie Sumner;157;Literary;
1748;Other People's Money;en;158;Gaboriau| Emile;158;Detective and Mystery;
1809;Bucky O'Connor: A Tale of the Unfenced Border;en;169;Raine| William MacLeod;169;Western Stories;
1831;The Lock and Key Library: Classic Mystery and Detective Stories: Old Time English;en;1158;Hawthorne, Julian;1656;Horror;LCSH
1832;The Case of the Lamp That Went Out;en;173;Groner| Auguste;173;Detective and Mystery;
1833;The Case of the Registered Letter;en;174;Groner| Auguste;174;Detective and Mystery;
1834;The Case of the Pocket Diary Found in the Snow;en;176;Groner| Auguste;176;Detective and Mystery;
1835;The Case of the Pool of Blood in the Pastor's Study;en;177;Groner| Auguste;177;Detective and Mystery;
1836;The Case of the Golden Bullet;en;178;Groner| Auguste;178;Detective and Mystery;
1846;The Vision Splendid;en;182;Raine| William MacLeod;182;Western Stories;
1849;The Yellow Crayon;en;185;Oppenheim| E. Phillips;185;Detective and Mystery;
1851;The Woman in the Alcove;en;186;Green| Anna Katharine;186;Detective and Mystery;
1857;Initials Only;en;188;Green| Anna Katharine;188;Detective and Mystery;
1875;Painted Windows;en;192;Peattie| Elia Wilkinson;192;Literary;
1878;A Millionaire of Yesterday;en;193;Oppenheim| E. Phillips;193;Detective and Mystery;
1888;The Bittermeads Mystery;en;196;Punshon| E. R.;196;Detective and Mystery;
1897;The Seventh Man;en;198;Brand| Max;198;Western Stories;
1960;Sight Unseen;en;212;Rinehart| Mary Roberts;212;Detective and Mystery;
1963;The Confession;en;213;Rinehart| Mary Roberts;213;Detective and Mystery;
1970;A Poor Wise Man;en;840;Rinehart, Mary Roberts;85;Detective and mystery ;LCSH
1993;Told After Supper;en;3090;Jerome, Jerome K. (Jerome Klapka);239;Horror;LCSH
2020;Tarzan the Terrible;en;2429;Burroughs, Edgar Rice;119;Fantasy ;LCSH
2038;The Lock and Key Library: Classic Mystery and Detective Stories: Modern English;en;9536;Castle, Egerton;1706;Detective and mystery ;LCSH
2073;The Valet's Tragedy, and Other Studies;en;116;Lang, Andrew;232;History;LCSH
2097;The Sign of Four;en;972;Connan| Doyle;972;Detective and Mystery;
2147;The Works of Edgar Allan Poe I;en;973;Poe| Edgar Allan;973;Detective and Mystery;
2148;The Works of Edgar Allan Poe II;en;974;Poe| Edgar Allan;974;Detective and Mystery;
2149;The Works of Edgar Allan Poe III;en;975;Poe| Edgar Allan;975;Detective and Mystery;
2150;The Works of Edgar Allan Poe IV;en;976;Poe| Edgar Allan;976;Detective and Mystery;
2155;Phyllis of Philistia;en;229;Moore| Frank Frankfort;229;Literary;
2287;Havoc;en;262;Oppenheim| E. Phillips;262;Detective and Mystery;
2325;The Iceberg Express;en;1933;Cory, David;1138;Fantasy ;LCSH
2368;The Angel and the Author, and Others;en;3090;Jerome, Jerome K. (Jerome Klapka);59;wit and humor;LCSH
2413;Madame Bovary;en;2765;Aveling, Eleanor Marx;883;Romance fiction;LCSH
2456;The History of Herodotus — Volume 2;en;2072;Macaulay, G. C. (George Campbell);1761;History;LCSH
2506;The Sleeping-Car: A Farce;en;740;Howells, William Dean;3326;Drama;LCSH
2570;Two Men of Sandy Bar: A Drama;en;1061;Harte, Bret;3326;Drama;LCSH
2644;Isaac Bickerstaff, Physician and Astrologer;en;1015;Morley, Henry;59;wit and humor;LCSH
2675;Burlesques;en;296;Lynch| Lawrence L.;296;Literary;
2684;Five Tales;en;978;Galsworthy| John;978;Literary;
2701;Moby Dick;en;979;Melville| Herman;979;Sea and Adventure;
2707;The History of Herodotus — Volume 1;en;2072;Macaulay, G. C. (George Campbell);1761;History;LCSH
2763;The World's Desire;en;86;Haggard, H. Rider (Henry Rider);119;Fantasy ;LCSH
2775;The Good Soldier;en;7862;Ford, Ford Madox;883;Romance fiction;LCSH
2806;The Phantom 'Rickshaw, and Other Ghost Stories;en;1207;Kipling, Rudyard;239;Horror;LCSH
2852;The Hound of the Baskervilles;en;980;Connan| Doyle;980;Detective and Mystery;
2885;The House of the Wolfings;en;127;Morris, William;119;Fantasy ;LCSH
2911;Justice;en;982;Galsworthy| John;982;Literary;
2919;The Little Man;en;983;Galsworthy| John;983;Literary;
3055;The Wood Beyond the World;en;127;Morris, William;119;Fantasy ;LCSH
3068;Washington Square Plays;en;6532;Beach, Lewis;351;Drama;LCSH
3136;The Complete Project Gutenberg Writings of Charles Dudley Warner;en;1151;Warner, Charles Dudley;11573;literature;LCSH
3146;Two on a Tower;en;471;Hardy, Thomas;883;Romance fiction;LCSH
3158;Our American Cousin;en;20094;Taylor, Tom;24080;Drama;LCSH
3175;Mark Twain's Burlesque Autobiography;en;249;Twain, Mark;1083;wit and humor;LCSH
3200;The Entire Project Gutenberg Works of Mark Twain;en;249;Twain, Mark;11573;literature;LCSH
3237;The Garotters;en;740;Howells, William Dean;3326;Drama;LCSH
3252;Complete Project Gutenberg Oliver Wendell Holmes, Sr. Works;en;1649;Holmes, Oliver Wendell;6650;literature;LCSH
3382;American Literary Centers (from Literature and Life);en;740;Howells, William Dean;6650;literature;LCSH
3400;Complete Project Gutenberg William Dean Howells Works;en;740;Howells, William Dean;11573;literature;LCSH
3401;The Elevator;en;740;Howells, William Dean;3326;Drama;LCSH
3402;The Parlor Car;en;740;Howells, William Dean;3326;Drama;LCSH
3403;The Register;en;740;Howells, William Dean;3326;Drama;LCSH
3803;File No. 113;en;438;Gaboriau, Emile;85;Detective and mystery ;LCSH
3828;Simon the Jester;en;612;Locke| William John;612;Humorous and Wit and Satire;
4045;Omoo Adventures in the South Seas;en;985;Melville| Herman;985;Sea and Adventure;
4046;The Garden of Survival;en;667;Blackwood| Algernon;667;Ghost and Horror;
4084;The Adventures of Peregrine Pickle;en;681;Smollett| T.;681;Literary;
4262;The Golden Bowl — Volume 1;en;785;James, Henry;883;Romance fiction;LCSH
4263;The Golden Bowl — Volume 2;en;785;James, Henry;883;Romance fiction;LCSH
4264;The Golden Bowl — Complete;en;785;James, Henry;883;Romance fiction;LCSH
4356;Sky Island;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
4358;The Sea Fairies;en;731;Baum, L. Frank (Lyman Frank);1138;Fantasy ;LCSH
4360;Vendetta: A Story of One Forgotten;en;1718;Corelli, Marie;883;Romance fiction;LCSH
4397;The Forsyte Saga;en;986;Galsworthy| John;986;Literary;
4444;The Adventures of Harry Richmond — Volume 1;en;114;Meredith, George;199;Adventure;LCSH
4445;The Adventures of Harry Richmond — Volume 2;en;114;Meredith, George;199;Adventure;LCSH
4446;The Adventures of Harry Richmond — Volume 3;en;114;Meredith, George;199;Adventure;LCSH
4447;The Adventures of Harry Richmond — Volume 4;en;114;Meredith, George;199;Adventure;LCSH
4448;The Adventures of Harry Richmond — Volume 5;en;114;Meredith, George;199;Adventure;LCSH
4449;The Adventures of Harry Richmond — Volume 6;en;114;Meredith, George;199;Adventure;LCSH
4450;The Adventures of Harry Richmond — Volume 7;en;114;Meredith, George;199;Adventure;LCSH
4451;The Adventures of Harry Richmond — Volume 8;en;114;Meredith, George;199;Adventure;LCSH
4452;The Adventures of Harry Richmond — Complete;en;114;Meredith, George;199;Adventure;LCSH
4520;Aaron's Rod;en;1107;Lawrence, D. H. (David Herbert);883;Romance fiction;LCSH
4632;The Good Time Coming;en;798;Arthur| T. S.;798;Literary;
4634;Uncle William: The Man Who Was Shif'less;en;799;Lee| Jennette;799;Literary;
4653;God's Good Man: A Simple Love Story;en;803;Corelli| Marie;803;Love and Romance;
4676;Outpost;en;806;Austin| Jane G.;806;Literary;
4733;When Egypt Went Broke: A Novel;en;809;Day| Holman;809;Literary;
4745;At the Villa Rose;en;811;Mason| A. E. W.;811;Detective and Mystery;
4765;Loyalties;en;988;Galsworthy| John;988;Literary;
4789;Black Caesar's Clan : A Florida Mystery Story;en;12138;Terhune, Albert Payson;85;Detective and mystery ;LCSH
4790;Half a Rogue;en;818;MacGrath| Harold;818;Literary;
4792;In Freedom's Cause : A Story of Wallace and Bruce;en;39;Henty, G. A. (George Alfred);199;Adventure;LCSH
4793;The Fiend's Delight;en;1040;Bierce, Ambrose;1083;wit and humor;LCSH
4794;Dawn;en;819;Adams| Mrs. H. A.;819;Literary;
4795;The Circassian Slave- the Sultan's favorite : a story of Constantinople and the Caucasus;en;820;Ballou| Maturin Murray;820;Literary;
4903;Hilda Wade- a Woman with Tenacity of Purpose;en;826;Allen| Grant;826;Literary;
4918;The Lilac Sunbonnet: A Love Story;en;827;Crockett| S. R.;827;Love and Romance;
4923;King Midas: a Romance;en;828;Sinclair| Upton;828;Literary;
4929;The Fashionable Adventures of Joshua Craig: A Novel;en;829;Phillips| David Graham;829;Sea and Adventure;
4955;Leah Mordecai: A Novel;en;831;Abbott| Belle K.;831;Literary;
5094;The Romance of Elaine - Sequel to Exploits of Elaine;en;839;Reeve| Arthur B.;839;Detective and Mystery;
5151;The Exploits of Elaine;en;843;Reeve| Arthur B.;843;Detective and Mystery;
5165;Innocent : her fancy and his fact;en;847;Corelli| Marie;847;Love and Romance;
5176;Corpus of a Siam Mosquito;en;849;Sills| Steven;849;Literary;
5179;A Siren;en;850;Trollope| Thomas Adolphus;850;Detective and Mystery;
5234;The Confessions of Harry Lorrequer Volume 1;en;856;Lever| Charles James;856;Literary;
5235;The Confessions of Harry Lorrequer Volume 2;en;857;Lever| Charles James;857;Literary;
5236;The Confessions of Harry Lorrequer Volume 3;en;858;Lever| Charles James;858;Literary;
5237;The Confessions of Harry Lorrequer Volume 4;en;859;Lever| Charles James;859;Literary;
5238;The Confessions of Harry Lorrequer Volume 5;en;860;Lever| Charles James;860;Literary;
5239;The Confessions of Harry Lorrequer Volume 6;en;861;Lever| Charles James;861;Literary;
5240;The Confessions of Harry Lorrequer Complete;en;862;Lever| Charles James;862;Literary;
5435;The Stillwater Tragedy;en;1287;Aldrich, Thomas Bailey;85;Detective and mystery ;LCSH
5622;At Last: A Novel;en;868;Harland| Marion;868;Literary;
5662;The Potato Child & Others;en;869;Woodbury| Lucia Prudence Hall;869;Christmas Stories;
5663;The Prose of Alfred Lichtenstein;en;870;Lichtenstein| Alfred;870;Literary;
5676;A Double Story;en;50;MacDonald, George;119;Fantasy ;LCSH
5705;The Queen of Sheba- and My Cousin the Colonel;en;871;Aldrich| Thomas Bailey;871;Literary;
5848;The Flyers;en;872;McCutcheon| George Barr;872;Literary;
5869;Michael's Crag;en;873;Allen| Grant;873;Literary;
6005;Celibates;en;875;Moore| George Augustus;875;Literary;
6028;Opening a Chestnut Burr;en;876;Roe| Edward Payson;876;Literary;
6045;The Hollow of Her Hand;en;1557;McCutcheon, George Barr;85;Detective and mystery ;LCSH
6050;The Roots of the Mountains;en;127;Morris, William;119;Fantasy ;LCSH
6054;Mrs. Caudle's Curtain Lectures;en;1360;Jerrold, Douglas William;59;wit and humor;LCSH
6057;Fran;en;877;Ellis| J. Breckenridge;877;Literary;
6060;Philistia;en;878;Allen| Grant;878;Literary;
6073;Smith and the Pharaohs, and other Tales;en;86;Haggard, H. Rider (Henry Rider);7299;Adventure;LCSH
6102;From Jest to Earnest;en;879;Roe| Edward Payson;879;Literary;
6105;Their Yesterdays;en;880;Wright| Harold Bell;880;Love and Romance;
6113;A Day of Fate;en;881;Roe| Edward Payson;881;Love and Romance;
6292;No Defense- Volume 1.;en;882;Parker| Gilbert;882;Literary;
6293;No Defense- Volume 2.;en;883;Parker| Gilbert;883;Literary;
6294;No Defense- Volume 3.;en;884;Parker| Gilbert;884;Literary;
6295;No Defense- Complete;en;885;Parker| Gilbert;885;Literary;
6296;Carnac's Folly- Volume 1.;en;886;Parker| Gilbert;886;Literary;
6297;Carnac's Folly- Volume 2.;en;887;Parker| Gilbert;887;Literary;
6298;Carnac's Folly- Volume 3.;en;888;Parker| Gilbert;888;Literary;
6299;Carnac's Folly- Complete;en;889;Parker| Gilbert;889;Literary;
6311;A Knight of the Nineteenth Century;en;890;Roe| Edward Payson;890;Literary;
6376;Self-Raised- From the Depths;en;891;Southworth| Emma Dorothy Eliza Nevitte;891;Literary;
6410;Once Aboard the Lugger-- The History of George and his Mary;en;892;Hutchinson| A. S. M.;892;Humorous and Wit and Satire;
6474;The Iron Woman;en;893;Deland| Margaret Wade Campbell;893;Literary;
6517;The Grey Lady;en;894;Merriman| Henry Seton;894;Literary;
6526;Any Coincidence Is - The Day Julia & Cecil the Cat Faced a Fate Worse Than Death;en;895;Callahan| Daniel;895;Literary;
6592;Si'Wren of the Patriarchs;en;896;Cheney| Roland Jon;896;Literary;
6616;December Love;en;3862;Hichens, Robert;85;Detective and mystery ;LCSH
6626;Theresa Raquin;en;3750;Vizetelly, Ernest Alfred;883;Romance fiction;LCSH
6652;The Humorous Poetry of the English Language; from Chaucer to Saxe;en;4121;Parton, James;1083;wit and humor;LCSH
6809;The Doctor's Daughter;en;897;Vera|;897;Literary;
6847;Cytherea;en;3159;Hergesheimer, Joseph;883;Romance fiction;LCSH
6864;Average Jones;en;899;Adams| Samuel Hopkins;899;Detective and Mystery;
6882;This Simian World;en;3624;Day, Clarence;1083;wit and humor;LCSH
6901;The Happy Adventurers;en;900;Middleton| Lydia Miller;900;Literary;
6954;Aikenside;en;901;Holmes| Mary Jane;901;Literary;
7063;A Terrible Secret: A Novel;en;902;Fleming| May Agnes;902;Literary;
7085;Fanshawe;en;903;Hawthorne| Nathaniel;903;Literary;
7100;Adventures of Huckleberry Finn, Chapters 01 to 05;en;249;Twain, Mark;79;Adventure;LCSH
7101;Adventures of Huckleberry Finn, Chapters 06 to 10;en;249;Twain, Mark;79;Adventure;LCSH
7102;Adventures of Huckleberry Finn, Chapters 11 to 15;en;249;Twain, Mark;79;Adventure;LCSH
7103;Adventures of Huckleberry Finn, Chapters 16 to 20;en;249;Twain, Mark;79;Adventure;LCSH
7104;Adventures of Huckleberry Finn, Chapters 21 to 25;en;249;Twain, Mark;79;Adventure;LCSH
7105;Adventures of Huckleberry Finn, Chapters 26 to 30;en;249;Twain, Mark;79;Adventure;LCSH
7106;Adventures of Huckleberry Finn, Chapters 31 to 35;en;249;Twain, Mark;79;Adventure;LCSH
7107;Adventures of Huckleberry Finn, Chapters 36 to the Last;en;249;Twain, Mark;79;Adventure;LCSH
7119;The Dolliver Romance;en;904;Hawthorne| Nathaniel;904;Literary;
7171;Linda Condon;en;905;Hergesheimer| Joseph;905;Literary;
7183;Doctor Grimshawe's Secret a Romance;en;906;Hawthorne| Nathaniel;906;Literary;
7193;The Adventures of Tom Sawyer, Part 1.;en;249;Twain, Mark;79;Adventure;LCSH
7194;The Adventures of Tom Sawyer, Part 2.;en;249;Twain, Mark;79;Adventure;LCSH
7195;The Adventures of Tom Sawyer, Part 3.;en;249;Twain, Mark;79;Adventure;LCSH
7196;The Adventures of Tom Sawyer, Part 4.;en;249;Twain, Mark;79;Adventure;LCSH
7197;The Adventures of Tom Sawyer, Part 5.;en;249;Twain, Mark;79;Adventure;LCSH
7198;The Adventures of Tom Sawyer, Part 6.;en;249;Twain, Mark;79;Adventure;LCSH
7199;The Adventures of Tom Sawyer, Part 7.;en;249;Twain, Mark;79;Adventure;LCSH
7200;The Adventures of Tom Sawyer, Part 8.;en;249;Twain, Mark;79;Adventure;LCSH
7242;A Connecticut Yankee in King Arthur's Court, Part 1.;en;249;Twain, Mark;119;Fantasy ;LCSH
7243;A Connecticut Yankee in King Arthur's Court, Part 2.;en;249;Twain, Mark;119;Fantasy ;LCSH
7244;A Connecticut Yankee in King Arthur's Court, Part 3.;en;249;Twain, Mark;119;Fantasy ;LCSH
7245;A Connecticut Yankee in King Arthur's Court, Part 4.;en;249;Twain, Mark;119;Fantasy ;LCSH
7246;A Connecticut Yankee in King Arthur's Court, Part 5.;en;249;Twain, Mark;119;Fantasy ;LCSH
7247;A Connecticut Yankee in King Arthur's Court, Part 6.;en;249;Twain, Mark;119;Fantasy ;LCSH
7248;A Connecticut Yankee in King Arthur's Court, Part 7.;en;249;Twain, Mark;119;Fantasy ;LCSH
7249;A Connecticut Yankee in King Arthur's Court, Part 8.;en;249;Twain, Mark;119;Fantasy ;LCSH
7250;A Connecticut Yankee in King Arthur's Court, Part 9.;en;249;Twain, Mark;119;Fantasy ;LCSH
7298;William Tell Told Again;en;299;Wodehouse, P. G. (Pelham Grenville);59;wit and humor;LCSH
7364;The Albany Depot : a Farce;en;740;Howells, William Dean;3326;Drama;LCSH
7424;The Wishing-Ring Man;en;908;Widdemer| Margaret;908;Literary;
7508;A Mummer's Wife;en;871;Moore, George Augustus;883;Romance fiction;LCSH
7757;Falkland- Book 1.;en;909;Lytton| Baron Edward Bulwer Lytton;909;Literary;
7758;Falkland- Book 2.;en;910;Lytton| Baron Edward Bulwer Lytton;910;Literary;
7759;Falkland- Book 3.;en;911;Lytton| Baron Edward Bulwer Lytton;911;Literary;
